availability,brand,condition,description,google_product_category,id,image_link,link,price,title
"in stock","https://s3.amazonaws.com/amcxcoutput/A_C/shudderkeyart/1075_Grace_EP4_thumbnail.jpg Grace Ep. 4 ",new,"In chilling circularity, the family find themselves back at the mysterious Egress Hotel. As events reach fever pitch, Roy will be forced into an uneasy alliance in order to save his family.",839,1075,"https://s3.amazonaws.com/amcxcoutput/A_C/shudderkeyart/1075_Grace_EP4_thumbnail.jpg",,"4.99 USD","Grace Ep. 4"
"in stock","https://s3.amazonaws.com/amcxcoutput/A_C/shudderkeyart/1076_AnotherEvil_masthead.jpg Another Evil ",new,"After encountering a ghost in his family's vacation home, Dan, a modern artist, and his wife Mary hire an ""industrial-grade exorcist"" named Os to get rid of the beings. But Dan soon realizes that ridding the home of evil won't be as simple as it seems.",839,1076,"https://s3.amazonaws.com/amcxcoutput/A_C/shudderkeyart/1076_AnotherEvil_masthead.jpg","https://s3.amazonaws.com/amcxcoutput/A_C/shudder/AnotherEvil_tlr_1076_HD_2ch.mp4","4.99 USD","Another Evil"
"in stock","https://s3.amazonaws.com/amcxcoutput/A_C/shudderkeyart/SH_1077_BlueSunshine_Thumbnail.jpg Blue Sunshine ",new,"When a seemingly ordinary guy at a party suddenly goes berserk and starts slaying the other guests, a man named Jerry (Zalman King) is falsely accused of the crime. Thrust into a classic Hitchcockian ""wrong man"" scenario, Jerry investigates a series of similar murders where ordinary people become instant homicidal maniacs, hoping to find out what��s really going on before the cops catch him. Might it have something to do with a very potent strain of LSD all the killers took in the swinging ���60s? D.A.R.E. films were never half as scary as Jeff Lieberman��s beloved ���70s cult classic.",839,1077,"https://s3.amazonaws.com/amcxcoutput/A_C/shudderkeyart/SH_1077_BlueSunshine_Thumbnail.jpg","https://s3.amazonaws.com/amcxcoutput/A_C/shudder/BlueSunshine_tlr_1077_HD_2ch.mp4","4.99 USD","Blue Sunshine"
"in stock","https://s3.amazonaws.com/amcxcoutput/A_C/shudderkeyart/SH_1078_Alena_Thumbnail.jpg Alena ",new,"When Alena arrives at her elite new boarding school, she immediately becomes the target of bullying from queen bee Filippa and her squad. But Alena has an old best friend named Josefin who won��t let her take any more abuse. If Alena won��t strike back, Josefin will do it for her. But something��s not quite right about Josefin... To say what it is would spoil the many surprises in this gorgeously realized teen terror flick, which belongs in the company of recent Scandinavian horror faves like LET THE RIGHT ONE IN and LAKE BODOM. Based on a graphic novel by Kim W. Andersson, ALENA is also from the director of the upcoming JORDSKOTT Season 2.In Swedish with English Subtitles",839,1078,"https://s3.amazonaws.com/amcxcoutput/A_C/shudderkeyart/SH_1078_Alena_Thumbnail.jpg",,"4.99 USD",Alena
"in stock","https://s3.amazonaws.com/amcxcoutput/A_C/shudderkeyart/SH_1079_TheBloodOnSatansClaw_Thumbnail.jpg The Blood on Satan's Claw ",new,"After a beastly creature��s bones are unearthed in a small British village, the teenagers quickly fall under the spell of a Satanic entity who gives them each a yucky patch of furry skin. Led by the seductive Angel Blake (Linda Hayden), the kiddies form a cult and start playing deadly games with their elders��� and anyone who gets in their way! Though overshadowed in horror history by THE WICKER MAN, BLOOD ON SATAN��S CLAW is arguably more chilling. Over 40 years later, the wicked wedding sequence is still guaranteed to give you nasty nightmares. ESSENTIAL VIEWING.",839,1079,"https://s3.amazonaws.com/amcxcoutput/A_C/shudderkeyart/SH_1079_TheBloodOnSatansClaw_Thumbnail.jpg",,"4.99 USD","The Blood on Satan's Claw"
"in stock","https://s3.amazonaws.com/amcxcoutput/A_C/shudderkeyart/SH_1080_WitchfinderGeneral_Thumbnail.jpg Witchfinder General ",new,"Horror legend Vincent Price is at his most wicked (and restrained) in Michael Reeves�� gruesome period piece about a sadistic 17th century witch-hunter. Matthew Hopkins delights in torturing those he suspects of being in league with the Devil. As he spreads terror and torment across the English countryside, the resistance emerges in the form of a soldier whose lover was raped by Hopkins�� henchman. When Hopkins decides to frame the couple as witches, all the cruel tools of torture are put to use to get them to confess. But justice may soon prevail...",839,1080,"https://s3.amazonaws.com/amcxcoutput/A_C/shudderkeyart/SH_1080_WitchfinderGeneral_Thumbnail.jpg",,"4.99 USD","Witchfinder General"
"in stock","https://s3.amazonaws.com/amcxcoutput/A_C/shudderkeyart/SH_1081_ThePuppetMan_Thumbnail.jpg The Puppet Man ",new,"A supernatural killer stalks a young woman and her friends in this reference-laden homage to 80s horror films, featuring an original score and cameo appearance by the master himself: John Carpenter. ",839,1081,"https://s3.amazonaws.com/amcxcoutput/A_C/shudderkeyart/SH_1081_ThePuppetMan_Thumbnail.jpg",,"4.99 USD","The Puppet Man"
"in stock","https://s3.amazonaws.com/amcxcoutput/A_C/shudderkeyart/SH_1082_TheTreatment_Thumbnail.jpg The Treatment ",new,"A detective (Geert Van Rampelberg) is drawn into a horrific case of murder and child abduction that may be connected to the disappearance of his young brother as a child. Who or what is ���The Troll��, who kidnaps families and forces the parents to do terrible things to their kids before slaying them all? As Nick gets drawn deeper into the case, he uncovers unspeakable horrors that threaten to consume him, too. Hans Hoberts' gripping crime thriller is definitely not for the faint of heart, easily triggered, or anyone hoping for a good night��s sleep in the near future.In Flemish with English Subtitles. ",839,1082,"https://s3.amazonaws.com/amcxcoutput/A_C/shudderkeyart/SH_1082_TheTreatment_Thumbnail.jpg","https://s3.amazonaws.com/amcxcoutput/A_C/shudder/Treatment_tlr_1082_HD_2ch.mp4","4.99 USD","The Treatment"
"in stock","https://s3.amazonaws.com/amcxcoutput/A_C/shudderkeyart/SH_1083_TheBay_Thumbnail.jpg The Bay ",new,"When two researchers find a staggering level of toxicity in the water they attempt to alert the town before the situation gets out of control. Panic spreads quickly as a deadly plague of parasites is unleashed causing sheer panic in what was once a docile seaside town.",839,1083,"https://s3.amazonaws.com/amcxcoutput/A_C/shudderkeyart/SH_1083_TheBay_Thumbnail.jpg",,"4.99 USD","The Bay"
"in stock","https://s3.amazonaws.com/amcxcoutput/A_C/shudderkeyart/1084_5150ElmsWay_thumbnail.jpg 5150 Elm's Way ",new,"5150 ELM��S WAY is located at the end of a quiet street in a small town. When Yannick fell off his bike, he knocked at the door of the Beaulieu residence so he could clean the blood off his hands. But Jack Beaulieu and his family had other plans for Yannick. Beaulieu is a righteous psychopath and fanatic chess player who wants to rid the world of evil. And even though Yannick has done nothing wrong, he is beaten, tortured and tormented before Beaulieu makes him an offer: win at chess and he is free to go. And so Yannick is now a pawn in Beaulieu��s game. A game in which he will either lose his mind or his life. ",839,1084,"https://s3.amazonaws.com/amcxcoutput/A_C/shudderkeyart/1084_5150ElmsWay_thumbnail.jpg",,"4.99 USD","5150 Elm's Way"
"in stock","https://s3.amazonaws.com/amcxcoutput/A_C/shudderkeyart/1085_5ivegirls_thumbnail.jpg 5ive Girls ",new,"Five wayward teenage girls are sent to a reformatory and discover they possess unique powers to battle the ancient demon, Legion, which holds thrall over the sinister institution. Starring Ron Perlman (Hellboy), the priest in charge of reforming the girls and teaching them how to lead a pure and normal life. Unfortunately the first thing these girls learn is that some secrets should never get out. ",839,1085,"https://s3.amazonaws.com/amcxcoutput/A_C/shudderkeyart/1085_5ivegirls_thumbnail.jpg",,"4.99 USD","5ive Girls"
"in stock","https://s3.amazonaws.com/amcxcoutput/A_C/shudderkeyart/1086_Frost_thumbnail.jpg Frost ",new,"At a remote glacier drilling station on the outskirts of the Arctic Circle, two young researchers wake up to discover that their station base camp has been mysteriously abandoned with their team nowhere to be found.As the arctic weather worsens and darkness descends their hostile surroundings become plagued by ear-splitting screams, unexplainable events and mysterious figures in the distance. Believing these to be signs of their missing teammates the pair head out into the darkness not knowing who or what they will find.",839,1086,"https://s3.amazonaws.com/amcxcoutput/A_C/shudderkeyart/1086_Frost_thumbnail.jpg",,"4.99 USD",Frost
"in stock","https://s3.amazonaws.com/amcxcoutput/A_C/shudderkeyart/SH_1087_TheAlchemistCookbook_Thumbnail.jpg The Alchemist Cookbook ",new,"Sean is an outcast living in a trailer in the middle of the woods, where he spends his days conducting bizarre alchemical experiments he finds in a black book with ancient symbols on the cover. But when Sean grows frustrated with his lack of results, he summons a demon to help speed up the process. Of course, there��s always a reckoning, and Sean may not be able to avoid paying up. Joel Potrykus�� indie-arthouse slow burn horror tale features a virtuosic lead performance by Ty Hickson and plenty of creepy moments that will stay in your head long after the credits roll.",839,1087,"https://s3.amazonaws.com/amcxcoutput/A_C/shudderkeyart/SH_1087_TheAlchemistCookbook_Thumbnail.jpg","https://s3.amazonaws.com/amcxcoutput/A_C/shudder/AlchemistCookbook_tlr_1087_HD_2ch.mp4","4.99 USD","The Alchemist Cookbook"
"in stock","https://s3.amazonaws.com/amcxcoutput/A_C/shudderkeyart/1088_YourSoCoolBrewster_masthead.jpg You're So Cool, Brewster! The Story of Fright Night ",new,"Thirty years after the unlikely success of the cult vampire-horror hit FRIGHT NIGHT, documentarian Chris Griffiths and director Tom Holland teamed up to direct and produce this supersized study of the thriller and its sequel. Loaded with fascinating details from start to finish, the horror doc traces both films from inception to release and explores why they continue to resonate with horror audiences. Featuring interviews with cast members William Ragsdale, Chris Sarandon, Amanda Bearse, directors Holland and Tommy Lee Wallace and many more, it��s a must-see for any fan of the franchise.",839,1088,"https://s3.amazonaws.com/amcxcoutput/A_C/shudderkeyart/1088_YourSoCoolBrewster_masthead.jpg",,"4.99 USD","You're So Cool, Brewster! The Story of Fright Night"
"in stock","https://s3.amazonaws.com/amcxcoutput/A_C/shudderkeyart/SH_1089_OurDayWillCome_Thumbnail.jpg Our Day Will Come ",new,"All his life, Remy has been bullied because of his red hair. Enter Patrick, a redheaded therapist (screen psycho Vincent Cassel) who decides to show Remy how to get what he wants: women, power, and more. But Patrick��s treatment works too well, and Remy demands the duo travel to Ireland where gingers are in the majority. So begins a violent rampage led by a pair of lunatics spinning out of control. Anyone who crosses their path quickly regrets it, especially that poor couple in the jacuzzi. SIGHTSEERS fans should enjoy taking Romain Gavras�� twisted road trip...",839,1089,"https://s3.amazonaws.com/amcxcoutput/A_C/shudderkeyart/SH_1089_OurDayWillCome_Thumbnail.jpg","https://s3.amazonaws.com/amcxcoutput/A_C/shudder/OurDayWillCome_tlr_1089_HD_2ch.mp4","4.99 USD","Our Day Will Come"
"in stock","https://s3.amazonaws.com/amcxcoutput/A_C/shudderkeyart/SH_1090_KUSO_Thumbnail_shud20.jpg Kuso ",new,"Broadcasting through a makeshift network of discarded televisions, KUSO is a shifting series of vignettes tangled in the aftermath of Los Angeles's worst earthquake nightmare. Travel between screens and aftershocks into the twisted lives of the survived. Blending nightmarish visions, animation and a shocking image of a distorted America, this is the daring debut and Sundance sensation from director Steve, aka renowned musician Flying Lotus. Delirious, provocative and darkly hilarious, KUSO is as verbose with macabre, music, melancholy and unimaginable imagery. You won't believe your eyes, or your mind. A SHUDDER EXCLUSIVE.",839,1090,"https://s3.amazonaws.com/amcxcoutput/A_C/shudderkeyart/SH_1090_KUSO_Thumbnail_shud20.jpg","https://s3.amazonaws.com/amcxcoutput/A_C/shudder/Kuso_tlr_1090_HD_2ch.mov","4.99 USD",Kuso
"in stock","https://s3.amazonaws.com/amcxcoutput/A_C/shudderkeyart/000_temporary_Masthead.jpg The Unloved ",new,TBD,839,1091,"https://s3.amazonaws.com/amcxcoutput/A_C/shudderkeyart/000_temporary_Masthead.jpg",,"4.99 USD","The Unloved"
"in stock","https://s3.amazonaws.com/amcxcoutput/A_C/shudderkeyart/000_temporary_Masthead.jpg Wasteland ",new,TBD,839,1092,"https://s3.amazonaws.com/amcxcoutput/A_C/shudderkeyart/000_temporary_Masthead.jpg",,"4.99 USD",Wasteland
"in stock","https://s3.amazonaws.com/amcxcoutput/A_C/shudderkeyart/SH_1093_TerriblyHappy_Thumbnail.jpg Terribly Happy ",new,"Robert Hanson (Jakob Cedergren) is a Copenhagen police officer who, following a nervous breakdown, is transferred to a small provincial town to take on the mysteriously vacated Marshall position and subsequently gets mixed up with a married femme fatale. Robert��s big city temperament makes it impossible for him to fit in, or understand the uncivilized, bizarre behavior displayed by the townspeople. Quickly spiraling downward into an intense fable reminiscent of the Coen Brothers�� BLOOD SIMPLE and NO COUNTRY FOR OLD MEN, TERRIBLY HAPPY displays a unique, often macabre vision of the darkest depths to which people will go to achieve a sense of security and belonging.",839,1093,"https://s3.amazonaws.com/amcxcoutput/A_C/shudderkeyart/SH_1093_TerriblyHappy_Thumbnail.jpg","https://s3.amazonaws.com/amcxcoutput/A_C/shudder/TerriblyHappy_tlr_1093_HD_2ch.mp4","4.99 USD","Terribly Happy"
"in stock","https://s3.amazonaws.com/amcxcoutput/A_C/shudderkeyart/SH_756_DarkestNightS2_Thumbnail.jpg Chapter 201 - Crash Course ",new,"In this episode, Project Cyclops takes us to a flight on a private jet gone awry.",839,1094,"https://s3.amazonaws.com/amcxcoutput/A_C/shudderkeyart/SH_756_DarkestNightS2_Thumbnail.jpg",,"4.99 USD","Chapter 201 - Crash Course"
"in stock","https://s3.amazonaws.com/amcxcoutput/A_C/shudderkeyart/SH_756_DarkestNightS2_Thumbnail.jpg Chapter 202 - Wine and Dine ",new,"In this episode, Project Cyclops takes us to an event with Senator Jackson Carlisle.",839,1094,"https://s3.amazonaws.com/amcxcoutput/A_C/shudderkeyart/SH_756_DarkestNightS2_Thumbnail.jpg",,"4.99 USD","Chapter 202 - Wine and Dine"
"in stock","https://s3.amazonaws.com/amcxcoutput/A_C/shudderkeyart/SH_756_DarkestNightS2_Thumbnail.jpg Chapter 203 - Initiation ",new,"In this episode, Project Cyclops takes us to a special fraternity initiation.",839,1094,"https://s3.amazonaws.com/amcxcoutput/A_C/shudderkeyart/SH_756_DarkestNightS2_Thumbnail.jpg",,"4.99 USD","Chapter 203 - Initiation"
